SID;DID;TID;VILL_CODE;C_CODE01;NAME;UID;UID_1;LOC_CODE;State_Code;State_Name;District_C;Dist_Name;Tehsil_Cod;Thsil_Name;Block_Code;Nyay_Panch;Village_Co;NAME_1;AREA;RES_HOUSE;HOUSEHOLDS;T_POPLN;T_M_POPLN;T_F_POPLN;POPLN_M6;POPLN_F6;M_SC;F_SC;M_ST;F_ST;M_LITERATE;F_LITERATE;T_M_WORKER;T_F_WORKER;M_INDCAT1;F_INDCAT1;M_INDCAT2;F_INDCAT2;M_INDCAT3;F_INDCAT3;M_INDCAT4;F_INDCAT4;M_INDCAT5A;F_INDCAT5A;M_INDCAT5B;F_INDCAT5B;M_INDCAT6;F_INDCAT6;M_INDCAT7;F_INDCAT7;M_INDCAT8;F_INDCAT8;M_INDCAT9;F_INDCAT9;M_MARGINAL;F_MARGINAL;M_NON_WORK;F_NON_WORK;State_Co_1;State_Na_1;District_1;Dist_Name_;Tehsil_C_1;Thsil_Na_1;Block_co_1;Village__1;Village_Na;MRGD_IN_TN;EDU_INST;RANG_EDU;P_SCH;M_SCH;H_SCH;PU_COLL;GR_COLL;IND_SCH;TR_SCH;ADLT_LT_CN;OTH_SCH;MED_INST;RANG_MED;H_CNTR;MCW_CNTR;MH_CNTR;CWC_CNTR;HC_CNTR;PHC_CNTR;PHS_CNTR;DISP_CNTR;FPC_CNTR;TB_CNTR;NH_CNTR;RP_CNTR;SMP_CNTR;CHW_CNTR;OTH_CNTR;DRNK_WAT;RANG_WAT;TAP;WELL;TANK;TUBE_WELL;HAND_PUMP;RIVER_WAT;FOUNTAIN;CANAL;LAKE;SPRING;NALA;OTH_FAC;PNT_FAC;RANG_PNT;PO;TO;PTO;PHONE;MRKT_FAC;RANG_MRKT;MK_MON;MKT_TUE;MK_WED;MK_THU;MK_FRI;MK_SAT;MK_SUN;MK_DAILY;MK_FORT;MK_MONTHLY;COMM_FAC;RANG_COMM;COMM_BS;TX_TEMP_FC;COMM_RS;COMM_NW;APP_PR;APP_KR;APP_NR;APP_NC;APP_NW;APP_FP;NEAR_TOWN;DIST_N_TWN;POWER_SUPL;POWER_ED;POWER_EAG;POWER_EO;POWER_EA;FOREST;IRR_GC;IRR_PC;IRR_W;IRR_WE;IRR_TW;IRR_TWE;IRR_TK;IRR_R;IRR_L;IRR_WF;IRR_O;IRR_TOTAL;UN_IRRIGAT;CULT_WASTE;N_AV_CULT;Area_vill_;HOUSEHOLD;TOT_POPLN;res_house_;FOUNT_IRR;NOT_AVAIL;loc_code_v;AGRI_LAND;ST_TOWN;CHK;CHC_CNTR
11;03;0002;00027400;1103000200027400;PHAMTHANG;259134;259134;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;2;	Phamtam;501.52;69;69;453;244;209;54;55;0;0;12;12;142;49;116;103;104;99;1;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;8;4;0;0;128;106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00027500;1103000200027500;BRONG;259135;259135;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;3;	Brong;744.72;127;132;814;418;396;74;95;8;5;46;44;213;124;226;143;173;134;23;5;1;0;0;0;2;1;0;0;3;0;1;1;5;0;18;2;0;27;192;226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00027600;1103000200027600;POLEY;259136;259136;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;4;	Poley;383.93;90;90;641;330;311;74;58;13;21;62;64;149;98;177;136;150;127;13;3;0;0;0;0;2;0;1;0;0;0;1;3;1;0;9;3;0;25;153;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00027900;1103000200027900;RALONG;259137;259137;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;7;	Ralong;413.72;71;71;405;210;195;43;43;2;4;86;82;83;56;101;56;39;40;22;11;4;0;0;0;0;0;1;0;20;0;0;0;1;0;14;5;0;0;109;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00027800;1103000200027800;LINGDONG;259138;259138;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;6;	Lingding;394.88;79;79;478;259;219;47;45;2;2;123;116;74;49;117;105;113;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;142;114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00028100;1103000200028100;DEYTHANG;259139;259139;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;9;	Deythang;287.45;112;112;624;341;283;70;50;3;4;32;21;154;95;169;64;154;58;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;12;5;0;0;172;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00028300;1103000200028300;BARFUNG;259140;259140;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;10;	Barfung;404.93;541;541;2600;1362;1238;238;228;76;89;641;663;757;556;609;270;187;135;51;27;30;5;0;0;41;18;32;33;34;6;106;5;16;0;112;41;0;0;753;968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00028500;1103000200028500;KEWZING;259141;259141;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;12;	Kewzing;259.58;49;49;280;157;123;37;17;15;7;65;47;74;40;60;22;48;18;5;1;1;0;0;0;0;0;1;0;2;0;0;0;0;0;3;3;0;0;97;101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00029000;1103000200029000;LAMTING;259142;259142;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;17;	Lamting;257.73;46;46;258;124;134;26;26;0;0;50;61;34;19;70;36;2;1;65;35;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;54;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00029100;1103000200029100;MANGBRUE;259143;259143;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;18;	Mangbrue;56.42;34;34;186;100;86;27;16;6;5;39;31;44;21;45;10;29;7;2;0;0;0;0;0;2;0;1;0;5;0;2;3;0;0;4;0;1;25;54;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00029200;1103000200029200;TINGMO;259144;259144;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;19;	Tingmo;588.42;167;167;905;486;419;104;78;5;3;60;56;195;93;258;224;231;221;0;1;0;0;0;0;1;0;7;1;6;0;2;0;1;0;10;1;35;33;193;162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00029300;1103000200029300;SANGHANATH;259145;259145;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;20;	Sanghanat;709.28;141;141;741;400;341;82;67;12;6;87;74;200;84;172;21;90;11;56;4;0;0;0;0;0;0;8;1;2;0;3;1;0;0;13;4;35;150;193;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00029400;1103000200029400;TINKITAM;259146;259146;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;21;	Tingkitam;526.02;152;152;788;430;358;73;77;21;22;136;128;196;91;285;206;195;166;0;0;0;0;0;0;0;0;0;0;86;40;0;0;0;0;4;0;0;0;145;152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00029500;1103000200029500;RAYONG;259147;259147;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;22;	Rayong;505.03;131;131;635;386;249;44;51;0;0;114;80;67;34;272;87;148;55;0;1;0;0;0;0;0;0;0;0;117;29;2;0;0;0;5;2;0;0;114;162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00029900;1103000200029900;LINGI;259148;259148;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;43;	Lingi;576.5;228;228;1272;661;611;134;133;19;18;205;205;245;125;357;282;285;257;23;9;3;0;0;0;6;1;3;5;8;0;2;2;1;0;26;8;0;3;304;326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00030000;1103000200030000;LOWER PAIYONG;259149;259149;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;41;	Lower Pai;238.11;96;96;573;311;262;48;52;4;6;45;44;225;112;158;90;110;82;23;4;0;0;0;0;2;0;0;0;3;0;5;0;1;0;14;4;3;10;150;162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00030100;1103000200030100;UPPER PAIYONG;259150;259150;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;42;	Upper Pai;279.45;63;63;417;210;207;36;41;3;8;10;11;124;77;100;74;69;69;18;2;0;0;0;0;0;0;1;0;1;0;2;1;0;0;9;2;0;0;110;133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00030200;1103000200030200;KAU;259151;259151;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;40;	Kau;246.67;44;44;278;153;125;35;26;5;2;60;45;52;27;72;42;64;40;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;1;0;0;81;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00030400;1103000200030400;PEPTHANG;259152;259152;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;39;	Pepthang;161.58;64;64;346;195;151;43;36;0;0;2;4;85;43;92;21;84;20;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;103;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00030500;1103000200030500;KOLTHANG;259153;259153;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;37;	Kolthang;208.12;177;177;980;514;466;101;78;42;45;87;68;212;136;285;240;220;231;17;0;6;0;0;0;4;0;6;0;3;0;5;1;0;0;24;8;0;0;229;226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00030300;1103000200030300;LINGMO;259154;259154;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;38;	Lingmo;351.03;34;34;218;112;106;26;21;0;0;71;74;40;32;58;33;46;29;9;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0;0;54;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00030600;1103000200030600;TOKDEY (LINGMO);259155;259155;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;38;	Lingmo;351.03;34;34;218;112;106;26;21;0;0;71;74;40;32;58;33;46;29;9;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0;0;54;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00030700;1103000200030700;MANGZING;259156;259156;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;35;	Mangzing;418.15;132;132;862;445;417;86;93;18;16;60;63;100;52;236;79;218;78;2;0;0;0;0;0;1;0;2;0;3;0;2;0;1;0;7;1;0;0;209;338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00030800;1103000200030800;NEH-BRUM;259157;259157;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;34;	Neh-Brum;537.6;183;183;1091;574;517;107;107;9;4;75;81;240;137;331;132;223;98;93;24;2;0;0;0;0;0;0;0;1;0;0;0;0;0;12;10;0;24;243;361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0001;00018800;1103000100018800;POKLOK (POLOK);259158;259158;3e+16;11;Sikkim;3;South District;10;NAMCHI;10;10;20;	Poklok(Po;411.12;238;238;1282;664;618;123;106;24;18;4;4;327;204;326;282;293;276;3;2;1;0;0;0;4;0;0;1;3;0;2;1;3;0;17;2;0;1;338;335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0001;00019800;1103000100019800;ASSANGTHANG;259159;259159;3e+16;11;Sikkim;3;South District;10;NAMCHI;10;10;30;	Assangtha;228.26;88;88;490;250;240;40;47;7;7;11;5;135;99;124;83;102;71;4;2;5;1;0;0;1;0;2;1;2;0;0;0;2;1;6;7;0;0;126;157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00031200;1103000200031200;RANGANG;259161;259161;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;32;	Rangang;381.17;121;121;711;383;328;102;76;51;34;59;53;162;72;185;140;166;132;3;1;0;1;0;0;4;1;0;1;4;0;0;1;1;0;7;3;0;0;198;188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00030900;1103000200030900;SRIPATAM;259162;259162;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;33;	Sripatam;379.66;182;182;1049;533;516;123;124;14;10;25;20;233;143;269;48;234;45;18;1;1;0;0;0;1;0;0;0;2;0;0;0;1;0;12;2;1;102;263;366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00031000;1103000200031000;NAMPHOK;259163;259163;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;31;	Namphok;333.41;167;167;949;493;456;99;88;51;40;5;12;206;123;247;100;231;90;7;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;7;0;0;246;356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00031100;1103000200031100;GAGYONG;259164;259164;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;30;	Gagyong;270.61;261;261;1412;760;652;171;139;32;29;184;174;402;257;388;83;267;51;24;1;1;0;0;0;6;0;13;0;5;0;14;0;4;1;54;30;1;111;371;458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00031400;1103000200031400;SATAM;259165;259165;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;29;	Satam;476.22;160;160;954;499;455;97;121;23;15;50;47;197;103;301;49;289;43;1;0;2;0;0;0;1;0;0;2;1;0;1;0;0;0;6;4;0;0;198;406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00031300;1103000200031300;YANGYANG;259166;259166;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;28;	Yangang;367.04;169;169;1085;578;507;118;110;1;2;66;71;298;169;277;33;228;25;13;0;3;0;0;0;0;0;0;0;9;0;1;0;0;0;23;8;15;32;286;442;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00029600;1103000200029600;SANGMO;259167;259167;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;26;	Sangmo;675.46;203;203;1181;647;534;115;102;0;0;168;138;218;115;361;123;314;113;8;1;7;0;0;0;0;0;0;0;9;2;7;3;1;0;15;4;0;0;286;411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00031500;1103000200031500;NAMPHRIK;259168;259168;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;25;	Nemphrik;546.34;87;87;473;251;222;51;48;1;0;110;100;91;62;144;50;119;46;0;0;2;0;0;0;0;0;4;0;9;0;2;1;1;0;7;3;1;70;106;102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00031700;1103000200031700;DEU;259169;259169;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;23;	Deu;483.76;148;148;881;454;427;90;89;22;13;175;166;217;160;228;17;197;7;2;0;6;1;0;0;1;0;0;0;5;0;0;0;1;1;16;8;0;0;226;410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00031600;1103000200031600;BEN;259170;259170;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;24;	Ben;836.97;343;343;1938;1052;886;205;216;87;79;242;220;483;229;576;200;469;156;27;37;2;0;0;0;7;0;5;0;6;0;33;0;4;0;23;7;0;0;476;686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00028600;1103000200028600;DALEP;259171;259171;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;13;	Dalep;202.53;96;96;489;250;239;57;48;12;11;80;77;133;77;139;101;118;100;0;0;2;0;0;0;1;0;0;0;13;0;0;0;0;0;5;1;0;22;111;116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00028700;1103000200028700;LINGZO;259172;259172;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;14;	Lingjo;250.02;112;112;582;310;272;45;51;4;1;92;102;197;90;138;31;104;22;2;0;3;0;0;0;0;0;0;3;17;0;1;1;1;0;10;5;0;0;172;241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00027400;1103000200027400;PHAMTHANG;259173;259173;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;2;	Phamtam;501.52;69;69;453;244;209;54;55;0;0;12;12;142;49;116;103;104;99;1;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;8;4;0;0;128;106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00029800;1103000200029800;SOKPAY;259174;259174;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;44;	Sokpay;561.57;61;61;342;196;146;35;36;6;6;9;5;93;34;104;14;79;11;14;2;1;0;0;0;4;0;0;0;0;0;0;0;0;0;6;1;1;28;91;104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0002;00027400;1103000200027400;PHAMTHANG;259175;259175;3e+16;11;Sikkim;3;South District;20;RAVONG;20;20;2;	Phamtam;501.52;69;69;453;244;209;54;55;0;0;12;12;142;49;116;103;104;99;1;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;8;4;0;0;128;106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0001;00019100;1103000100019100;SALGHARI;259180;259180;3e+16;11;Sikkim;3;South District;10;NAMCHI;10;10;25;	Salghari;193.48;915;920;4585;2465;2120;434;455;269;294;126;120;1593;1014;1252;169;107;58;0;0;20;2;2;0;41;1;199;5;230;21;249;33;179;0;225;49;2;0;1211;1951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0001;00019000;1103000100019000;CHISOPANI;259181;259181;3e+16;11;Sikkim;3;South District;10;NAMCHI;10;10;24;	Chisopani;221.45;126;126;666;351;315;68;69;52;52;4;0;170;78;175;144;131;96;13;45;2;0;0;0;3;0;3;0;8;0;0;1;8;0;7;2;0;0;176;171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0001;00018900;1103000100018900;TINIK;259182;259182;3e+16;11;Sikkim;3;South District;10;NAMCHI;10;10;21;	Tinik;168.63;97;97;572;316;256;58;45;28;32;0;0;167;85;170;87;141;82;2;2;0;0;0;0;1;0;2;0;17;0;0;0;0;0;7;3;0;0;146;169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0001;00019700;1103000100019700;SANGBUNG;259183;259183;3e+16;11;Sikkim;3;South District;10;NAMCHI;10;10;22;	Sangbung;182.49;112;112;611;314;297;54;58;26;27;80;79;173;121;151;110;132;107;1;1;1;0;0;0;0;0;0;0;6;0;0;0;1;0;10;2;0;0;163;187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0001;00019200;1103000100019200;DHARGAON;259184;259184;3e+16;11;Sikkim;3;South District;10;NAMCHI;10;10;23;	Dhargaon;190.49;50;50;258;119;139;21;32;7;12;4;5;70;47;72;71;66;71;0;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;47;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;03;0001;00019300;1103000100019300;DOROP;259185;259185;3e+16;11;Sikkim;3;South District;10;NAMCHI;10;10;26;	Dorop;275.58;122;122;681;355;326;76;64;15;13;0;0;196;117;171;143;155;138;0;0;1;0;0;0;0;0;2;1;5;0;0;2;0;0;8;2;0;0;184;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
